name,plot_id,diameter_cm,decay_class,notes,transect
fuels_cwd_table_child_lil11nov,EAFR-RX-09,14,Sound,NA,W
fuels_cwd_table_child_lil11nov,GRGR-RX-03,10,Sound,NA,W
fuels_cwd_table_child_lil11nov,GRGR-RX-01,48,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-26,16,Rotten,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-40,35,Sound,NA,E
fuels_cwd_table_child_lil11nov,SECR-PILE-04,23,Rotten,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-09,16,Sound,NA,W
fuels_cwd_table_child_lil11nov,GRGR-RX-03,17,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-26,50,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-16,8,Sound,NA,N
fuels_cwd_table_child_lil11nov,SECR-THIN-04,29,Rotten,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-11,123,Rotten,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-11,26,Rotten,NA,W
fuels_cwd_table_child_lil11nov,ATWE-THIN-40,13,Sound,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-01,97,Rotten,NA,N
fuels_cwd_table_child_lil11nov,GRGR-RX-04,36,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-09,16,Rotten,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,9,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFRE-RX-05,120,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-18,12,Sound,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-10,65,Sound,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-19,86,Rotten,NA,N
fuels_cwd_table_child_lil11nov,SECR-PILE-04,47,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-11,28,Rotten,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-23,10,Sound,NA,W
fuels_cwd_table_child_lil11nov,SECR-THIN-O1,52,Rotten,NA,W
fuels_cwd_table_child_lil11nov,GRGR-RX-08,15,Sound,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-01,9,Sound,NA,S
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,49,Sound,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-10,16,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-23,10,Sound,NA,S
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,11,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-26,13,Sound,NA,E
fuels_cwd_table_child_lil11nov,GRGR-RX-05,23,Rotten,NA,E
fuels_cwd_table_child_lil11nov,SECR-THIN-O1,22,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-16,39,Rotten,NA,S
fuels_cwd_table_child_lil11nov,ATWE-THIN-40,18,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-06,34,Rotten,NA,S
fuels_cwd_table_child_lil17nov,REME-THIN-15,16,Sound,NA,S
fuels_cwd_table_child_lil17nov,USGS-409001,13,Sound,NA,E
fuels_cwd_table_child_lil17nov,USGS-409001,20,Sound,NA,E
fuels_cwd_table_child_lil17nov,USGS-409005,17,Sound,IN 15M EXTENSION.,N
fuels_cwd_table_child_lil17nov,REME-THIN-23,8,Sound,NA,S
fuels_cwd_table_child_lil17nov,USGS-409001,24,Sound,IN 15M EXTENSION.,N
fuels_cwd_table_child_lil17nov,REME-THIN-10,15,Sound,NA,W
fuels_cwd_table_child_lil17nov,USGS-409005,18,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-23,24,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-14,10,Sound,NA,W
fuels_cwd_table_child_lil17nov,REME-THIN-14,15,Sound,NA,S
fuels_cwd_table_child_lil17nov,REME-THIN-10,41,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-25,16,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409001,16,Sound,NA,W
fuels_cwd_table_child_lil17nov,USGS-409005,21,Sound,IN 15M EXTENSION.,E
fuels_cwd_table_child_lil17nov,USGS-409001,13,Rotten,NA,W
fuels_cwd_table_child_lil17nov,REME-THIN-15,25,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-25,9,Sound,NA,S
fuels_cwd_table_child_lil17nov,REME-THIN-11,37,Sound,NA,S
fuels_cwd_table_child_lil17nov,USGS-409005,20,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-14,43,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409005,13,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-18,13,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-15,22,Sound,NA,E
fuels_cwd_table_child_lil17nov,USGS-409001,20,Sound,NA,E
fuels_cwd_table_child_lil17nov,USGS-409005,42,Rotten,IN 15M EXTENSION.,S
fuels_cwd_table_child_lil17nov,USGS-409005,9,Rotten,IN 15M EXTENSION.,W
fuels_cwd_table_child_lil17nov,REME-THIN-23,10,Sound,NA,W
fuels_cwd_table_child_lil17nov,USGS-409001,12,Sound,IN 15M EXTENSION.,E
fuels_cwd_table_child_lil17nov,USGS-409001,18,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-23,9,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409005,20,Sound,NA,S
fuels_cwd_table_child_lil17nov,USGS-409001,13,Sound,NA,W
fuels_cwd_table_child_lil17nov,REME-THIN-18,14,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-18,13,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-10,8,Sound,NA,W
fuels_cwd_table_child_lil17nov,USGS-409001,10,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-14,10,Sound,NA,S
fuels_cwd_table_child_lil17nov,REME-THIN-23,16,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-18,39,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-23,26,Rotten,NA,E
fuels_cwd_table_child_lil17nov,USGS-409001,13,Sound,IN 15M EXTENSION.,N
fuels_cwd_table_child_lil17nov,USGS-409005,16,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-26,22,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409001,20,Sound,IN 15M EXTENSION.,N
fuels_cwd_table_child_lil17nov,REME-THIN-11,20,Sound,NA,E
fuels_cwd_table_child_lil17nov,USGS-409005,19,Sound,IN 15M EXTENSION.,E
fuels_cwd_table_child_lil17nov,REME-THIN-11,18,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409001,8,Sound,IN 15M EXTENSION.,W
fuels_cwd_table_child_lil17nov,USGS-409001,19,Sound,IN 15M EXTENSION.,S
fuels_cwd_table_child_lil17nov,REME-THIN-23,9,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409005,20,Sound,NA,W
fuels_cwd_table_child_lil17nov,USGS-409005,27,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-18,11,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-10,12,Sound,NA,W
fuels_cwd_table_child_lil17nov,USGS-409001,32,Rotten,IN 15M EXTENSION.,W
fuels_cwd_table_child_lil17nov,USGS-409005,14,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-10,14,Sound,NA,W
fuels_cwd_table_child_lil17nov,REME-THIN-18,9,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409001,10,Sound,IN 15M EXTENSION.,S
fuels_cwd_table_child_lil17nov,USGS-409001,33,Rotten,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-26,26,Sound,NA,S
fuels_cwd_table_child_lil17nov,REME-THIN-18,17,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-15,12,Sound,NA,S
fuels_cwd_table_child_lil17nov,REME-THIN-10,8,Sound,NA,W
fuels_cwd_table_child_lil17nov,REME-THIN-14,15,Sound,NA,S
fuels_cwd_table_child_lil17nov,USGS-409005,36,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-10,18,Rotten,NA,N
fuels_cwd_table_child_lil17nov,USGS-409005,10,Sound,IN 15M EXTENSION.,N
fuels_cwd_table_child_lil17nov,REME-THIN-15,10,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409001,21,Sound,IN 15M EXTENSION.,S
fuels_cwd_table_child_lil17nov,REME-THIN-11,19,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-26,22.5,Sound,NA,W
fuels_cwd_table_child_lil17nov,USGS-409001,15,Sound,IN 15M EXTENSION.,E
fuels_cwd_table_child_lil17nov,REME-THIN-25,23,Sound,NA,N
